,x,y,hour,yday
587,27456.3713916488,-1447785.7830178128,11,274
588,27541.203879431494,-1447532.7070153716,12,274
589,27375.44304440241,-1447492.3589547034,13,274
590,27349.84355905917,-1447676.7372591118,14,274
591,27374.451849290588,-1447720.5782276534,15,274
592,27140.959444241853,-1447524.3015628646,16,274
593,27237.989673482545,-1447426.5376020009,17,274
594,27335.628568804827,-1447503.4879488654,18,274
595,27256.210721372103,-1447686.798293688,19,274
596,27571.512394051224,-1447521.756278608,20,274
597,27555.97122014136,-1447523.0377983877,21,274
598,27674.079464235227,-1447806.22815706,22,274
599,27612.58615624208,-1447721.7200419041,23,274
600,27561.372131185544,-1447747.9101646964,0,275
601,27543.9621568924,-1447756.2603288244,1,275
602,27569.419360014235,-1447726.5647508642,2,275
603,27626.5376040865,-1447770.2599937117,3,275
604,27837.1419511641,-1447870.383454618,4,275
605,28046.145260918576,-1447989.0060799995,5,275
606,27991.75037993566,-1447918.3358044415,6,275
607,28002.906603250103,-1448193.2803663458,7,275
608,27969.85918039824,-1448221.8453680656,8,275
609,27976.99076618216,-1448267.8140068857,9,275
610,28011.363882452537,-1448359.771439984,10,275
611,27979.044777936233,-1448262.8040750984,11,275
612,28043.151880842302,-1448200.455403058,12,275
613,28185.545014919873,-1448206.5921027944,13,275
614,28184.296306658056,-1448217.7959558018,14,275
615,28177.628151051,-1448215.309658007,15,275
616,28210.687143213556,-1448349.679628472,16,275
617,28101.554148308616,-1448032.8373231187,17,275
618,28127.136332905862,-1448080.3644792521,18,275
619,28112.839574044297,-1448081.014966951,19,275
620,28152.569016737478,-1448116.7969846982,20,275
621,28295.110734049867,-1448196.2166028812,21,275
622,28112.984159761632,-1448439.843041857,22,275
623,28256.81143330015,-1448711.529960411,23,275
624,28257.24584847835,-1448701.7332532678,0,276
625,28232.844204691934,-1448736.7795852358,1,276
626,28218.019029577004,-1448880.48152278,2,276
627,28230.554315987443,-1449022.4554888208,3,276
628,28158.02661707607,-1448998.8806000224,4,276
629,27878.494304815253,-1449173.8888121492,5,276
630,27908.13370658844,-1449173.5846727353,6,276
631,27887.238119588696,-1449181.7606043906,7,276
632,27802.910564689868,-1449185.39313362,8,276
633,27903.615173935676,-1449258.3200329144,9,276
634,27794.907047000223,-1449245.7459759268,10,276
635,27609.953476434373,-1449355.9449950585,11,276
636,27260.60111427505,-1449167.533256265,12,276
637,27180.931277302177,-1449280.0577283981,13,276
638,27262.41975886011,-1449244.71804768,14,276
639,27446.8779912974,-1448893.2382900491,15,276
640,27284.040607039347,-1448798.6294164448,16,276
641,27271.390990043004,-1448799.4093334775,17,276
642,27268.058700017376,-1448800.796134252,18,276
643,27172.45209431656,-1448912.8276108177,19,276
644,27100.188140863676,-1449073.3272959287,20,276
645,26996.3507053651,-1449144.6937446038,21,276
646,26991.562149175992,-1449207.733562247,22,276
647,27131.381143210867,-1449316.908197478,23,276
648,27160.95069073035,-1449429.1963285848,0,277
649,27206.268921825373,-1449455.154808834,1,277
650,27145.256046034832,-1449011.1846019,2,277
651,27142.877058856306,-1449015.6319064533,3,277
652,27047.223112608204,-1449040.394746857,4,277
653,27051.572578991138,-1449070.2282837771,5,277
654,27005.259247688995,-1449107.189617414,6,277
655,26966.265365338044,-1449121.9833137977,7,277
656,26982.62582064063,-1449123.271254562,8,277
657,27064.589456012618,-1449294.307166446,9,277
658,26987.68052353552,-1449574.3473564445,10,277
659,26971.41422170911,-1449569.5606118685,11,277
660,27034.1292878708,-1449578.2997514573,12,277
661,27575.798589658963,-1449495.3630233374,13,277
662,27446.185287191765,-1449457.2842833998,14,277
663,27466.99325880673,-1449404.6266639894,15,277
664,27366.1228333223,-1449334.5621410285,16,277
665,27363.256020773984,-1449334.3027399695,17,277
666,27441.705042467478,-1449340.8759168833,18,277
667,27430.76473568825,-1449376.3130440929,19,277
668,27451.406787048978,-1449434.3448204175,20,277
669,27313.550778052348,-1449415.1369732541,21,277
670,27494.738121531685,-1449422.9063328484,22,277
671,27441.964177719692,-1449441.9217581428,23,277
672,27452.986399666548,-1449408.3884452502,0,278
673,27507.95495471495,-1449455.1138981415,1,278
674,27508.441837337035,-1449450.962144032,2,278
675,27484.964058270747,-1449446.6056492508,3,278
676,27498.20633321041,-1449308.4532310474,4,278
677,27547.464168711333,-1449368.1590425533,5,278
678,27764.654361726603,-1449348.42185322,6,278
679,27878.843986408436,-1449523.3908433905,7,278
680,27765.691609119527,-1449535.3970122263,8,278
681,27781.73099882471,-1449532.1854030876,9,278
682,27821.394381367463,-1449442.5395683635,10,278
683,27778.99596168452,-1449449.604630564,11,278
684,27850.209205551964,-1449438.0357266753,12,278
685,27806.73073902079,-1449422.6603397399,13,278
686,28531.77066374673,-1449847.1661658525,14,278
687,28528.965762266504,-1449859.4688482974,15,278
688,28504.92990138456,-1450070.477681915,16,278
689,28508.84054873878,-1450167.0159164954,17,278
690,28635.56018938519,-1450543.6519282942,18,278
691,28398.310853159375,-1450906.0293939742,19,278
692,28410.109051516123,-1450897.020630443,20,278
693,28402.017779615042,-1450869.7865141656,21,278
694,28541.884154813073,-1450891.3469116467,22,278
695,28628.02481574558,-1451093.2210792713,23,278
696,28628.23414895046,-1451102.650515577,0,279
697,28505.230520259403,-1451256.455949657,1,279
698,28492.395547200573,-1451283.8600344115,2,279
699,28565.096029513046,-1451325.4667680117,3,279
700,28553.14074148926,-1451351.274809563,4,279
701,28478.50341410083,-1451372.919345459,5,279
702,28599.512060773275,-1451342.953219829,6,279
703,28595.60036171607,-1451356.177362979,7,279
704,28595.402976576202,-1451358.6111954325,8,279
705,28623.788622751956,-1451411.9459603843,9,279
706,28576.532609773898,-1451397.4092843633,10,279
707,28582.735646105015,-1451403.7384423788,11,279
708,28555.89678299135,-1451407.1725460042,12,279
709,28448.211202139635,-1451481.4059883917,13,279
710,28435.98457233933,-1451571.9729738967,14,279
711,28484.875930458027,-1451749.692645246,15,279
712,28498.003163890367,-1451799.628563376,16,279
713,28647.976732857882,-1451959.0039720298,17,279
714,28593.87189744842,-1452237.24837967,18,279
715,28668.931513175725,-1452239.260334206,19,279
716,28634.287464914756,-1452138.0086245832,20,279
717,28606.061348343013,-1452015.7247501933,21,279
718,28632.794327051015,-1452056.7599500143,22,279
719,28618.206882023802,-1452049.0716573738,23,279
720,28557.24868209611,-1452202.0658680233,0,280
721,28449.636429009854,-1452130.2061462405,1,280
722,28077.700126197833,-1452766.7642290273,2,280
723,27855.802893592405,-1453300.7678693875,3,280
724,27941.220431876474,-1453599.0062446615,4,280
725,27896.35799228453,-1453605.6313726085,5,280
726,27894.39676448472,-1453674.6611024155,6,280
727,27953.22867543163,-1453699.013576614,7,280
728,27765.08567815025,-1453845.2634620236,8,280
729,27686.594554721454,-1453977.9765048705,9,280
730,28055.483467386468,-1453713.2776172285,10,280
731,27965.4506873606,-1453464.3340467636,11,280
732,28060.962756663805,-1453511.0181907888,12,280
733,27763.015921196653,-1453103.4267663471,13,280
734,27559.223319309847,-1452956.2794538778,14,280
735,27554.858647774858,-1453019.601079148,15,280
736,27358.57128436056,-1453142.7656988462,16,280
737,27105.43960377621,-1453285.141296434,17,280
738,26914.672173908686,-1453294.157975018,18,280
739,26816.31623580529,-1453238.4490895655,19,280
740,26629.33017984859,-1453057.0097701757,20,280
741,26573.174114087,-1453110.3513133295,21,280
742,26646.634076895833,-1453099.6967676927,22,280
743,26638.77032202841,-1453364.388871883,23,280
744,26593.952541723134,-1453416.5484308256,0,281
745,26505.50164020853,-1453289.1510240294,1,281
746,26497.629790554987,-1453308.9099914818,2,281
747,26518.727724329183,-1453878.2028136684,3,281
748,26569.873596191206,-1453912.350035952,4,281
749,26603.155427941605,-1453904.081947339,5,281
750,26641.411424364585,-1454085.9456750383,6,281
751,26625.936891254176,-1454294.0148891124,7,281
752,26692.830958224928,-1454418.3582492268,8,281
753,26668.313105540547,-1453983.005034136,9,281
754,26615.28042817887,-1453910.13963215,10,281
755,26605.855821662433,-1453849.5782492552,11,281
756,26642.478567540595,-1453706.2253110881,12,281
757,26716.20213134081,-1453866.5856420554,13,281
758,26614.452449730496,-1453968.8048605656,14,281
759,26459.544633126832,-1453992.20974274,15,281
760,26673.010025289976,-1454073.0016344655,16,281
761,25937.00557324249,-1454392.9033442573,17,281
762,25999.29601083156,-1454384.2894169774,18,281
763,26609.197010033364,-1454169.5233882684,19,281
764,26347.78781878447,-1454063.6762336008,20,281
765,26204.462230258454,-1453967.0211574275,21,281
766,25938.930537895314,-1454215.9513843264,22,281
767,24811.123243133665,-1455213.6406122535,23,281
768,24706.383074888807,-1455269.8959439949,0,282
769,24227.17003058212,-1455630.4765157853,1,282
770,24324.817268353014,-1455797.508233977,2,282
771,23726.716536928478,-1455872.1457421738,3,282
772,23728.81840642641,-1455869.171815281,4,282
773,23566.879316239374,-1455913.494661023,5,282
774,23576.237988349356,-1455934.4469860385,6,282
775,23598.7644991206,-1456034.9113064045,7,282
776,23515.46274629002,-1456020.5449414146,8,282
777,23536.75638318064,-1456038.5291118685,9,282
778,23751.43322010605,-1456238.7685056983,10,282
779,24032.572405635474,-1456413.9133193926,11,282
780,23942.387404189707,-1456525.0737832088,12,282
781,23417.243979569277,-1457543.2487226478,13,282
782,23532.49356493202,-1457586.1103388935,14,282
783,23523.49556973357,-1457580.426983377,15,282
784,23530.77726420937,-1457576.6246416662,16,282
785,23525.649689707632,-1457741.684323626,17,282
786,23542.06473063263,-1457798.3672946293,18,282
787,23524.905140726016,-1457826.1105574314,19,282
788,23545.959123189295,-1457825.1793113858,20,282
789,23542.147579710105,-1457849.5219451631,21,282
790,23549.531650519075,-1457862.2115305937,22,282
791,23548.76580095373,-1457850.4525494203,23,282
792,23530.3023461311,-1457882.7622534183,0,283
793,23490.171815612775,-1457957.6283252183,1,283
794,23512.012436329613,-1457946.8855126451,2,283
795,23465.17623740361,-1457935.5320303955,3,283
796,23473.161059449198,-1457956.9733453083,4,283
797,23456.376741392196,-1457971.0400034864,5,283
798,23442.20516823607,-1458005.9053632994,6,283
799,23458.8220263894,-1457994.4471750874,7,283
800,23455.381376032332,-1458001.0184143106,8,283
801,23456.291225630113,-1458034.299379799,9,283
802,23457.4401185266,-1458030.6524586433,10,283
803,23453.835613511754,-1458019.865247947,11,283
804,23461.61636306662,-1458016.6600487933,12,283
805,23495.052521612008,-1458031.9448909673,13,283
806,23586.83367889915,-1458094.5566944915,14,283
807,23615.672522038098,-1458373.5692586068,15,283
808,23624.97871972424,-1458328.7156659483,16,283
809,23697.463938010744,-1458314.9287249076,17,283
810,23598.146360377326,-1458652.3318534037,18,283
811,23575.044658959512,-1458661.3842356305,19,283
812,23202.14583208756,-1458041.861215732,20,283
813,23142.095976350316,-1458033.0923428566,21,283
814,23148.298076379346,-1458007.2579658937,22,283
815,23172.73635740505,-1457983.0246069648,23,283
816,23176.088650734575,-1457976.459295947,0,284
817,23211.861214700017,-1458003.794907299,1,284
818,23162.46569279648,-1457933.2758454413,2,284
819,23161.778095842154,-1457863.9889703682,3,284
820,23198.920785693674,-1457921.611480865,4,284
821,23203.960507191132,-1457938.2947879145,5,284
822,23312.397184930964,-1457988.3863185325,6,284
823,23299.331252384483,-1458005.8878942386,7,284
824,23305.396598190004,-1458100.302578691,8,284
825,23330.034130035205,-1458115.326959509,9,284
826,23167.89306124627,-1458084.17588207,10,284
827,23116.814484081464,-1458092.3776038575,11,284
828,23050.849839270904,-1458126.930974932,12,284
829,23130.24038156529,-1458266.2516447576,13,284
830,23255.612883362897,-1458314.3613923138,14,284
831,23174.6148385686,-1458268.2661839358,15,284
832,23190.442817858937,-1458310.578992685,16,284
833,23192.775021338566,-1458339.9488299512,17,284
834,23259.126498213154,-1458782.348744735,18,284
835,23245.563737450408,-1458434.593093587,19,284
836,23260.041758381325,-1458699.7936756478,20,284
837,23287.763854214438,-1458741.4255077431,21,284
838,23369.84378527337,-1458626.5825838707,22,284
839,23254.383027513704,-1458639.680428063,23,284
840,22439.48485073559,-1459355.3956616973,0,285
841,22459.227728576865,-1459345.3908655655,1,285
842,22448.42239713553,-1459345.2941146924,2,285
843,22845.774636844202,-1459561.7383096414,3,285
844,22924.83881346295,-1459430.1533197274,4,285
845,22862.91779393551,-1459446.0902252798,5,285
846,22944.90497481842,-1458474.5875815072,6,285
847,23008.084526315735,-1458454.6018724458,7,285
848,22890.794050757173,-1458472.7797346262,8,285
849,22820.431968057746,-1458426.4863846106,9,285
850,22815.751895367415,-1458437.9245962726,10,285
851,22884.369749162088,-1458463.7106611552,11,285
852,22510.36133405486,-1458514.3799087435,12,285
853,22501.29289247745,-1458521.418656158,13,285
854,22542.929413007583,-1458493.2380378044,14,285
855,22575.15902245546,-1458487.5753286923,15,285
856,22596.008832224616,-1458621.424502399,16,285
857,22573.103657521515,-1458645.9311716228,17,285
858,22565.167861089907,-1458777.6736122526,18,285
859,22515.105579829167,-1458858.6198114334,19,285
860,22591.14627107094,-1458886.838988906,20,285
861,22503.004789465704,-1458864.866003394,21,285
862,22474.161557206935,-1458956.163114206,22,285
863,22564.224675755002,-1459011.4228266852,23,285
864,22578.98482817168,-1459021.118692444,0,286
865,22576.28219795407,-1459033.1481510773,1,286
866,22505.947081279133,-1458894.9899936824,2,286
867,22499.57825873013,-1458887.9728825884,3,286
868,22419.616351518293,-1459006.2591422212,4,286
869,22346.610409162437,-1459099.5847995768,5,286
870,22315.070626481167,-1459150.1405356145,6,286
871,22091.966021854165,-1458474.6501788849,7,286
872,22034.746137689395,-1458482.087824015,8,286
873,22102.6227730635,-1458679.28160601,9,286
874,21956.397927265603,-1458884.7378241713,10,286
875,21968.41082673839,-1458842.781329653,11,286
876,22056.10053632724,-1458901.1406937775,12,286
877,21986.796856779252,-1458552.0742083814,13,286
878,21987.25922003396,-1458547.5978506177,14,286
879,21966.714646263557,-1458587.3586532713,15,286
880,22138.751059941802,-1458764.2381564358,16,286
881,22153.35153194014,-1458781.8129636548,17,286
882,22149.715621926338,-1458787.19174237,18,286
883,22608.561267513927,-1458496.8083515023,19,286
884,22495.471031479145,-1458701.0594388945,20,286
885,22502.509191330217,-1458704.6545721472,21,286
886,22517.50917276589,-1458690.8612323937,22,286
887,22585.722570445567,-1458647.244148684,23,286
888,22710.32996497939,-1458625.4156611343,0,287
889,22522.535449405033,-1458514.29220811,1,287
890,22617.8991311837,-1458663.724011153,2,287
891,22606.752029384526,-1458681.2373002686,3,287
892,22506.271112493687,-1458618.212921575,4,287
893,22548.887918223856,-1458712.850115989,5,287
894,22551.050574519617,-1458744.213335223,6,287
895,22642.726138244958,-1458699.8791370103,7,287
896,22901.77592472996,-1458724.7319746902,8,287
897,22802.195892477357,-1458743.8091811133,9,287
898,22948.273275805237,-1459166.739969292,10,287
899,21798.1819948478,-1459198.2683077264,11,287
900,21834.712109590746,-1459205.0857927327,12,287
901,21891.884533199845,-1459308.527189322,13,287
902,21909.005923383254,-1459336.4901489338,14,287
903,21928.65754318993,-1459355.238241149,15,287
904,21927.55169295324,-1459411.6014402485,16,287
905,21966.233044297565,-1459351.0124726384,17,287
906,21951.59515513792,-1459347.565320368,18,287
907,21937.561220457716,-1459397.3622211178,19,287
908,21956.34172637874,-1459403.9653858899,20,287
909,21999.628212212945,-1459451.1672448139,21,287
910,21988.417264491007,-1459465.9544757188,22,287
911,22011.87989285893,-1459497.7107860616,23,287
912,22053.564937420702,-1459597.9777507335,0,288
913,22067.160273148016,-1459625.1861947617,1,288
914,22080.468623338456,-1459643.8928729862,2,288
915,22041.09933210605,-1459835.0249918438,3,288
916,22065.69514979328,-1460393.1705004666,4,288
917,22055.368275417535,-1460460.0524944079,5,288
918,21943.103617357836,-1461088.6986976366,6,288
919,21915.747773815558,-1461112.9752364168,7,288
920,22005.9567194283,-1461412.233393585,8,288
921,21898.153968061106,-1461463.719105119,9,288
922,21901.22320922631,-1461664.3761541,10,288
923,21881.50235810748,-1461747.2207672384,11,288
